//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,2.0,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,72,60,0.0,0.15,2,,
note,72,60,0.25,0.4,2,,
note,72,60,0.5,0.65,2,,
note,72,60,0.75,0.9,-2,,
note,72,60,1.0,1.4,1,,
note,74,60,1.5,1.65,2,,
note,76,60,1.75,1.9,-2,,
note,74,60,2.0,2.4,1,,
note,69,60,2.5,2.9,-1,,
note,-1,0,3.0,3.9,0,,
note,72,60,4.0,4.15,2,,
note,72,60,4.25,4.4,2,,
note,72,60,4.5,4.65,2,,
note,72,60,4.75,4.9,-2,,
note,72,60,5.0,5.4,1,,
note,74,60,5.5,5.65,2,,
note,76,60,5.75,5.9,-2,,
note,74,60,6.0,6.4,1,,
note,76,60,6.5,6.9,-1,,
note,-1,0,7.0,7.9,0,,
note,74,60,8.0,8.15,2,,
note,74,60,8.25,8.4,2,,
note,74,60,8.5,8.65,2,,
note,74,60,8.75,8.9,-2,,
note,74,60,9.0,9.4,1,,
note,76,60,9.5,9.65,2,,
note,79,60,9.75,9.9,-2,,
note,76,60,10.0,10.4,1,,
note,74,60,10.5,10.65,2,,
note,72,60,10.75,10.9,-2,,
note,69,60,11.0,11.15,2,,
note,72,60,11.25,11.4,2,,
note,72,60,11.5,11.9,-1,,
note,74,60,12.0,12.15,2,,
note,74,60,12.25,12.4,2,,
note,74,60,12.5,12.65,2,,
note,72,60,12.75,12.9,-2,,
note,69,60,13.0,13.15,2,,
note,69,60,13.25,13.4,2,,
note,76,60,13.5,13.9,-1,,
note,74,60,14.0,14.4,-1,,
note,-1,0,14.5,15.9,0,t,
note,72,60,16.0,16.15,2,,
note,72,60,16.25,16.4,2,,
note,72,60,16.5,16.65,2,,
note,72,60,16.75,16.9,-2,,
note,72,60,17.0,17.4,1,,
note,74,60,17.5,17.65,2,,
note,76,60,17.75,17.9,-2,,
note,74,60,18.0,18.4,1,,
note,69,60,18.5,18.9,-1,,
note,-1,0,19.0,19.9,0,,
note,72,60,20.0,20.15,2,,
note,72,60,20.25,20.4,2,,
note,72,60,20.5,20.65,2,,
note,72,60,20.75,20.9,-2,,
note,72,60,21.0,21.4,1,,
note,74,60,21.5,21.65,2,,
note,76,60,21.75,21.9,-2,,
note,74,60,22.0,22.4,1,,
note,76,60,22.5,22.9,-1,,
note,-1,0,23.0,23.9,0,,
note,74,60,24.0,24.15,2,,
note,74,60,24.25,24.4,2,,
note,74,60,24.5,24.65,2,,
note,74,60,24.75,24.9,-2,,
note,74,60,25.0,25.4,1,,
note,76,60,25.5,25.65,2,,
note,79,60,25.75,25.9,-2,,
note,76,60,26.0,26.4,1,,
note,74,60,26.5,26.65,2,,
note,72,60,26.75,26.9,-2,,
note,69,60,27.0,27.15,2,,
note,72,60,27.25,27.4,2,,
note,72,60,27.5,27.65,2,,
note,72,60,27.75,27.9,-2,,
note,74,60,28.0,28.15,2,,
note,74,60,28.25,28.4,2,,
note,74,60,28.5,28.65,2,,
note,72,60,28.75,28.9,-2,,
note,69,60,29.0,29.15,2,,
note,69,60,29.25,29.4,2,,
note,72,60,29.5,29.9,-1,,
note,-1,0,30.0,30.4,-1,,
note,72,60,30.5,30.9,-1,,
note,-1,0,31.0,31.9,0,,
