//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,0.96,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.86,0,,t
note,72,60,0.96,1.0999999999999999,1,,
note,72,60,1.2,1.3399999999999999,-1,,
note,72,60,1.44,1.5799999999999998,1,,
note,72,60,1.68,1.8199999999999998,-1,,
note,72,60,1.92,2.06,1,,
note,72,60,2.16,2.3000000000000003,-1,,
note,72,60,2.4,2.54,1,,
note,69,60,2.6399999999999997,2.78,-1,,
note,72,60,2.88,3.02,1,,
note,72,60,3.12,3.2600000000000002,-1,,
note,72,60,3.36,3.5,1,,
note,72,60,3.5999999999999996,3.7399999999999998,-1,,
note,72,60,3.84,3.98,1,,
note,72,60,4.08,4.22,-1,,
note,72,60,4.32,4.46,1,,
note,67,60,4.56,4.699999999999999,-1,,
note,67,60,4.8,4.9399999999999995,1,,
note,67,60,5.04,5.18,-1,,
note,67,60,5.279999999999999,5.419999999999999,1,,
note,67,60,5.52,5.659999999999999,-1,,
note,67,60,5.76,5.8999999999999995,1,,
note,69,60,6.0,6.14,-1,,
note,67,60,6.24,6.38,1,,
note,69,60,6.4799999999999995,6.619999999999999,-1,,
note,-1,0,6.72,7.58,0,,t
note,-1,0,7.68,8.54,0,,t
note,72,60,8.64,8.780000000000001,1,,
note,72,60,8.879999999999999,9.02,-1,,
note,72,60,9.12,9.26,1,,
note,72,60,9.36,9.5,-1,,
note,72,60,9.6,9.74,1,,
note,72,60,9.84,9.98,-1,,
note,72,60,10.08,10.22,1,,
note,69,60,10.32,10.46,-1,,
note,72,60,10.559999999999999,10.7,1,,
note,72,60,10.799999999999999,10.94,-1,,
note,72,60,11.04,11.18,1,,
note,72,60,11.28,11.42,-1,,
note,72,60,11.52,11.66,1,,
note,72,60,11.76,11.9,-1,,
note,72,60,12.0,12.14,1,,
note,67,60,12.24,12.38,-1,,
note,67,60,12.48,12.620000000000001,1,,
note,67,60,12.719999999999999,12.86,-1,,
note,67,60,12.959999999999999,13.1,1,,
note,67,60,13.2,13.34,-1,,
note,67,60,13.44,13.58,1,,
note,69,60,13.68,13.82,-1,,
note,67,60,13.92,14.06,1,,
note,69,60,14.16,14.3,-1,,
note,-1,0,14.399999999999999,15.259999999999998,0,,t
note,-1,0,15.36,16.22,0,,t
note,69,60,16.32,16.46,1,,
note,69,60,16.56,16.7,-1,,
note,69,60,16.8,16.94,1,,
note,71,60,17.04,17.18,-1,,
note,72,60,17.28,17.42,1,,
note,76,60,17.52,17.66,-1,,
note,74,60,17.759999999999998,17.9,1,,
note,72,60,18.0,18.14,-1,,
note,71,60,18.24,18.38,1,,
note,69,60,18.48,18.62,-1,,
note,71,60,18.72,18.86,1,,
note,69,60,18.96,19.1,-1,,
note,71,60,19.2,19.34,-1,,
note,-1,0,19.439999999999998,20.06,0,t,
note,67,60,20.16,20.3,1,,
note,67,60,20.4,20.54,-1,,
note,67,60,20.64,20.78,1,,
note,69,60,20.88,21.02,-1,,
note,71,60,21.119999999999997,21.259999999999998,1,,
note,74,60,21.36,21.5,-1,,
note,72,60,21.599999999999998,21.74,1,,
note,71,60,21.84,21.98,-1,,
note,69,60,22.08,22.22,1,,
note,67,60,22.32,22.46,-1,,
note,69,60,22.56,22.7,1,,
note,67,60,22.8,22.94,-1,,
note,69,60,23.04,23.18,-1,,
note,-1,0,23.279999999999998,23.9,0,t,
note,69,60,24.0,24.14,1,,
note,69,60,24.24,24.38,-1,,
note,69,60,24.48,24.62,1,,
note,71,60,24.72,24.86,-1,,
note,72,60,24.96,25.1,1,,
note,76,60,25.2,25.34,-1,,
note,74,60,25.439999999999998,25.58,1,,
note,72,60,25.68,25.82,-1,,
note,71,60,25.919999999999998,26.06,1,,
note,69,60,26.16,26.3,-1,,
note,71,60,26.4,26.54,1,,
note,69,60,26.64,26.78,-1,,
note,71,60,26.88,27.02,-1,,
note,-1,0,27.119999999999997,27.74,0,t,
note,67,60,27.84,27.98,1,,
note,67,60,28.08,28.22,-1,,
note,67,60,28.32,28.46,1,,
note,69,60,28.56,28.7,-1,,
note,71,60,28.799999999999997,28.939999999999998,1,,
note,74,60,29.04,29.18,-1,,
note,72,60,29.279999999999998,29.419999999999998,1,,
note,71,60,29.52,29.66,-1,,
note,69,60,29.759999999999998,29.9,-1,,
note,-1,0,30.0,30.62,0,t,
note,-1,0,30.72,31.58,0,,t
note,76,60,31.68,32.06,0,,
note,72,60,32.16,32.3,-1,,
note,-1,0,32.4,32.54,-1,,
note,74,60,32.64,33.02,0,,
note,69,60,33.12,33.26,-1,,
note,-1,0,33.36,33.5,-1,,
note,76,60,33.6,33.74,1,,
note,74,60,33.839999999999996,33.98,-1,,
note,72,60,34.08,34.22,1,,
note,74,60,34.32,34.46,-1,,
note,69,60,34.56,34.7,-1,,
note,-1,0,34.8,35.419999999999995,0,t,
note,76,60,35.519999999999996,35.9,0,,
note,72,60,36.0,36.38,0,,
note,74,60,36.48,36.86,0,,
note,74,60,36.96,37.1,-1,,
note,-1,0,37.199999999999996,37.339999999999996,-1,,
note,79,60,37.44,37.58,1,,
note,76,60,37.68,37.82,-1,,
note,71,60,37.92,38.300000000000004,0,,
note,72,60,38.4,38.54,-1,,
note,-1,0,38.64,38.78,-1,,
note,72,60,38.879999999999995,39.019999999999996,1,,
note,71,60,39.12,39.26,-1,,
note,69,60,39.36,39.74,0,,
note,71,60,39.839999999999996,39.98,1,,
note,72,60,40.08,40.22,-1,,
note,74,60,40.32,40.46,-1,,
note,-1,0,40.559999999999995,40.699999999999996,-1,,
note,67,60,40.8,40.94,1,,
note,81,60,41.04,41.18,-1,,
note,81,60,41.28,41.42,1,,
note,79,60,41.519999999999996,41.66,-1,,
note,76,60,41.76,41.9,-1,,
note,-1,0,42.0,42.14,-1,,
note,76,60,42.239999999999995,42.379999999999995,-1,,
note,-1,0,42.48,42.86,0,,
note,74,60,42.96,43.1,-1,,
note,72,60,43.199999999999996,43.339999999999996,-1,,
note,-1,0,43.44,43.58,-1,,
note,76,60,43.68,44.06,0,,
note,74,60,44.16,44.3,1,,
note,76,60,44.4,44.54,-1,,
note,74,60,44.64,44.78,1,,
note,79,60,44.879999999999995,45.019999999999996,-1,,
note,79,60,45.12,45.26,-1,,
note,-1,0,45.36,45.5,-1,,
note,79,60,45.6,45.74,1,,
note,79,60,45.839999999999996,45.98,-1,,
note,79,60,46.08,46.22,1,,
note,79,60,46.32,46.46,-1,,
note,79,60,46.559999999999995,46.699999999999996,-1,,
note,-1,0,46.8,46.94,-1,,
note,76,60,47.04,47.42,0,,
note,72,60,47.519999999999996,47.66,-1,,
note,-1,0,47.76,47.9,-1,,
note,74,60,48.0,48.38,0,,
note,69,60,48.48,48.62,-1,,
note,-1,0,48.72,48.86,-1,,
note,76,60,48.96,49.1,1,,
note,74,60,49.199999999999996,49.339999999999996,-1,,
note,72,60,49.44,49.58,1,,
note,74,60,49.68,49.82,-1,,
note,69,60,49.92,50.06,-1,,
note,-1,0,50.16,50.779999999999994,0,t,
note,76,60,50.879999999999995,51.26,0,,
note,72,60,51.36,51.74,0,,
note,74,60,51.839999999999996,52.22,0,,
note,74,60,52.32,52.46,-1,,
note,-1,0,52.559999999999995,52.699999999999996,-1,,
note,79,60,52.8,52.94,1,,
note,76,60,53.04,53.18,-1,,
note,71,60,53.28,53.660000000000004,0,,
note,72,60,53.76,53.9,-1,,
note,-1,0,54.0,54.14,-1,,
note,72,60,54.239999999999995,54.379999999999995,1,,
note,71,60,54.48,54.62,-1,,
note,69,60,54.72,55.1,0,,
note,71,60,55.199999999999996,55.339999999999996,1,,
note,72,60,55.44,55.58,-1,,
note,74,60,55.68,55.82,-1,,
note,-1,0,55.919999999999995,56.059999999999995,-1,,
note,67,60,56.16,56.3,1,,
note,81,60,56.4,56.54,-1,,
note,81,60,56.64,56.78,1,,
note,79,60,56.879999999999995,57.019999999999996,-1,,
note,76,60,57.12,57.26,-1,,
note,-1,0,57.36,57.5,-1,,
note,76,60,57.599999999999994,57.739999999999995,-1,,
note,-1,0,57.839999999999996,58.22,0,,
note,74,60,58.32,58.46,-1,,
note,72,60,58.559999999999995,58.699999999999996,-1,,
note,-1,0,58.8,58.94,-1,,
note,76,60,59.04,59.42,0,,
note,74,60,59.519999999999996,59.66,-1,,
note,-1,0,59.76,59.9,-1,,
note,67,60,60.0,60.38,0,,
note,69,60,60.48,60.62,-1,,
note,-1,0,60.72,60.86,-1,,
note,72,60,60.96,61.1,-1,,
note,-1,0,61.199999999999996,61.339999999999996,-1,,
note,69,60,61.44,61.82,0,,
note,-1,0,61.919999999999995,62.3,0,,
