//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,0.9375,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.603125,0,t,
note,67,60,0.703125,0.8375,-1,,
note,67,60,0.9375,1.071875,-1,,
note,-1,0,1.171875,1.30625,-1,,
note,67,60,1.40625,1.775,0,,
note,67,60,1.875,2.24375,0,,
note,76,60,2.34375,2.478125,1,,
note,72,60,2.578125,2.7125,-1,,
note,72,60,2.8125,3.65,0,,t
note,72,60,3.75,3.884375,-1,,
note,-1,0,3.984375,4.353125,0,,
note,67,60,4.453125,4.5875,-1,,
note,67,60,4.6875,5.05625,0,,
note,67,60,5.15625,5.525,0,,
note,67,60,5.625,5.99375,0,,
note,69,60,6.09375,6.228125,1,,
note,67,60,6.328125,6.4625,-1,,
note,67,60,6.5625,7.165625,0,t,
note,-1,0,7.265625,7.4,-1,,
note,-1,0,7.5,8.3375,0,,t
note,67,60,8.4375,8.80625,0,,
note,67,60,8.90625,9.275,0,,
note,67,60,9.375,9.74375,0,,
note,79,60,9.84375,9.978125,1,,
note,76,60,10.078125,10.2125,-1,,
note,76,60,10.3125,11.15,0,,t
note,-1,0,11.25,11.61875,0,,
note,74,60,11.71875,11.853125,1,,
note,72,60,11.953125,12.0875,-1,,
note,74,60,12.1875,12.55625,0,,
note,74,60,12.65625,13.025,0,,
note,74,60,13.125,13.49375,0,,
note,69,60,13.59375,13.728125,1,,
note,72,60,13.828125,13.9625,-1,,
note,74,60,14.0625,14.9,0,,t
note,74,60,15.0,15.603125,0,t,
note,67,60,15.703125,15.8375,-1,,
note,67,60,15.9375,16.30625,0,,
note,67,60,16.40625,16.775,0,,
note,67,60,16.875,17.24375,0,,
note,76,60,17.34375,17.478125,1,,
note,72,60,17.578125,17.7125,-1,,
note,72,60,17.8125,18.415625,0,t,
note,-1,0,18.515625,18.65,-1,,
note,-1,0,18.75,19.353125,0,t,
note,67,60,19.453125,19.5875,-1,,
note,67,60,19.6875,20.05625,0,,
note,67,60,20.15625,20.525,0,,
note,67,60,20.625,20.99375,0,,
note,69,60,21.09375,21.228125,1,,
note,67,60,21.328125,21.4625,-1,,
note,67,60,21.5625,22.4,0,,t
note,67,60,22.5,22.86875,0,,
note,-1,0,22.96875,23.3375,0,,
note,67,60,23.4375,23.80625,0,,
note,67,60,23.90625,24.275,0,,
note,67,60,24.375,24.74375,0,,
note,79,60,24.84375,24.978125,1,,
note,76,60,25.078125,25.2125,-1,,
note,76,60,25.3125,25.915625,0,t,
note,-1,0,26.015625,26.15,-1,,
note,-1,0,26.25,26.61875,0,,
note,74,60,26.71875,26.853125,1,,
note,72,60,26.953125,27.0875,-1,,
note,74,60,27.1875,27.55625,0,,
note,74,60,27.65625,28.025,0,,
note,74,60,28.125,28.49375,0,,
note,69,60,28.59375,28.728125,1,,
note,71,60,28.828125,28.9625,-1,,
note,72,60,29.0625,29.9,0,,t
note,72,60,30.0,30.603125,0,t,
note,-1,0,30.703125,30.8375,-1,,
note,76,60,30.9375,31.071875,1,,
note,77,60,31.171875,31.30625,-1,,
note,79,60,31.40625,31.540625,1,,
note,79,60,31.640625,31.775,-1,,
note,79,60,31.875,32.009375,1,,
note,81,60,32.109375,32.24375,-1,,
note,79,60,32.34375,32.7125,0,,
note,79,60,32.8125,32.946875,-1,,
note,-1,0,33.046875,33.65,0,t,
note,-1,0,33.75,34.5875,0,,t
note,72,60,34.6875,34.821875,1,,
note,74,60,34.921875,35.05625,-1,,
note,76,60,35.15625,35.290625,1,,
note,76,60,35.390625,35.525,-1,,
note,76,60,35.625,35.759375,1,,
note,79,60,35.859375,35.99375,-1,,
note,76,60,36.09375,36.4625,0,,
note,76,60,36.5625,36.696875,-1,,
note,-1,0,36.796875,37.4,0,t,
note,-1,0,37.5,38.3375,0,,t
note,76,60,38.4375,38.571875,1,,
note,77,60,38.671875,38.80625,-1,,
note,79,60,38.90625,39.040625,1,,
note,79,60,39.140625,39.275,-1,,
note,79,60,39.375,39.509375,1,,
note,81,60,39.609375,39.74375,-1,,
note,79,60,39.84375,40.2125,0,,
note,79,60,40.3125,40.446875,-1,,
note,-1,0,40.546875,41.15,0,t,
note,-1,0,41.25,42.0875,0,,t
note,72,60,42.1875,42.321875,1,,
note,74,60,42.421875,42.55625,-1,,
note,76,60,42.65625,42.790625,1,,
note,76,60,42.890625,43.025,-1,,
note,76,60,43.125,43.259375,1,,
note,79,60,43.359375,43.49375,-1,,
note,76,60,43.59375,43.9625,0,,
note,76,60,44.0625,44.196875,-1,,
note,-1,0,44.296875,44.9,0,t,
note,-1,0,45.0,45.8375,0,,t
note,69,60,45.9375,46.071875,-1,,
note,69,60,46.171875,46.540625,0,,
note,71,60,46.640625,46.775,-1,,
note,72,60,46.875,47.24375,0,,
note,81,60,47.34375,47.478125,1,,
note,81,60,47.578125,47.7125,-1,,
note,79,60,47.8125,48.18125,0,,
