//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.3636363636363635,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,72,60,0.0,0.5818181818181818,0,,
note,72,60,0.6818181818181818,0.9227272727272726,1,,
note,69,60,1.0227272727272727,1.2636363636363637,-1,,
note,67,60,1.3636363636363635,1.9454545454545453,0,,
note,69,60,2.0454545454545454,2.286363636363636,1,,
note,72,60,2.3863636363636362,2.627272727272727,-1,,
note,72,60,2.727272727272727,3.9909090909090903,0,,t
note,-1,0,4.090909090909091,5.3545454545454545,0,,t
note,72,60,5.454545454545454,6.036363636363636,0,,
note,72,60,6.136363636363636,6.377272727272727,1,,
note,69,60,6.477272727272727,6.718181818181818,-1,,
note,67,60,6.8181818181818175,7.3999999999999995,0,,
note,69,60,7.499999999999999,7.74090909090909,1,,
note,74,60,7.84090909090909,8.08181818181818,-1,,
note,74,60,8.181818181818182,9.445454545454545,0,,t
note,-1,0,9.545454545454545,10.809090909090909,0,,t
note,76,60,10.909090909090908,11.49090909090909,0,,
note,72,60,11.59090909090909,11.83181818181818,1,,
note,69,60,11.931818181818182,12.172727272727272,-1,,
note,76,60,12.272727272727272,12.854545454545454,0,,
note,72,60,12.954545454545453,13.195454545454544,1,,
note,69,60,13.295454545454545,13.536363636363635,-1,,
note,74,60,13.636363636363635,14.559090909090907,0,t,
note,72,60,14.659090909090908,14.899999999999999,-1,,
note,69,60,14.999999999999998,15.92272727272727,0,t,
note,-1,0,16.02272727272727,16.263636363636362,-1,,
note,77,60,16.363636363636363,16.945454545454545,0,,
note,77,60,17.045454545454543,17.286363636363635,1,,
note,72,60,17.386363636363637,17.62727272727273,-1,,
note,69,60,17.727272727272727,17.96818181818182,-1,,
note,72,60,18.068181818181817,18.65,0,,
note,74,60,18.75,18.990909090909092,-1,,
note,74,60,19.09090909090909,20.354545454545452,0,,t
note,74,60,20.454545454545453,21.036363636363635,0,,
note,-1,0,21.136363636363633,21.718181818181815,0,,
note,74,60,21.818181818181817,22.4,0,,
note,67,60,22.5,23.081818181818182,0,,
note,71,60,23.18181818181818,23.763636363636362,0,,
note,69,60,23.863636363636363,24.104545454545455,1,,
note,71,60,24.204545454545453,24.445454545454545,-1,,
note,72,60,24.545454545454543,25.809090909090905,0,,t
note,72,60,25.909090909090907,26.83181818181818,0,t,
note,-1,0,26.93181818181818,27.172727272727272,-1,,
