//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.6363636363636362,,,,,,
metronome_per_measure,3,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.9909090909090909,0,,t
note,76,60,1.0909090909090908,1.5363636363636362,0,,
note,76,60,1.6363636363636362,2.3545454545454545,0,t,
note,76,60,2.454545454545454,2.627272727272727,-1,,
note,76,60,2.727272727272727,3.036363636363636,1,t,
note,74,60,3.1363636363636362,3.1727272727272724,-2,,
note,74,60,3.2727272727272725,3.718181818181818,0,,
note,74,60,3.818181818181818,3.854545454545454,2,,
note,71,60,3.954545454545454,4.127272727272727,1,,
note,71,60,4.227272727272727,4.536363636363635,-1,t,
note,72,60,4.636363636363636,4.809090909090909,-1,,
note,72,60,4.909090909090908,5.627272727272726,0,t,
note,74,60,5.727272727272727,6.172727272727272,0,,
note,76,60,6.2727272727272725,6.445454545454545,-1,,
note,76,60,6.545454545454545,7.263636363636363,0,t,
note,76,60,7.363636363636363,7.536363636363636,-1,,
note,79,60,7.636363636363636,7.945454545454545,1,t,
note,81,60,8.045454545454545,8.081818181818182,-2,,
note,81,60,8.181818181818182,8.627272727272727,0,,
note,81,60,8.727272727272727,9.036363636363635,-1,t,
note,81,60,9.136363636363635,9.58181818181818,0,,
note,83,60,9.681818181818182,9.718181818181819,-2,,
note,83,60,9.818181818181817,10.263636363636362,0,,
note,83,60,10.363636363636363,10.4,2,,
note,81,60,10.5,10.672727272727272,1,,
note,79,60,10.772727272727272,11.08181818181818,-1,t,
note,74,60,11.181818181818182,11.354545454545454,-1,,
note,74,60,11.454545454545453,11.627272727272725,1,,
note,76,60,11.727272727272727,11.899999999999999,-1,,
note,76,60,12.0,12.99090909090909,0,,t
note,76,60,13.09090909090909,14.08181818181818,0,,t
note,76,60,14.18181818181818,14.218181818181817,2,,
note,76,60,14.318181818181817,14.627272727272725,-1,t,
note,79,60,14.727272727272727,14.899999999999999,-1,,
note,81,60,14.999999999999998,15.990909090909089,0,,t
note,81,60,16.09090909090909,16.263636363636362,-1,,
note,81,60,16.363636363636363,16.536363636363635,-1,,
note,79,60,16.636363636363637,17.62727272727273,0,,t
note,76,60,17.727272727272727,17.9,-1,,
note,74,60,18.0,18.172727272727272,1,,
note,76,60,18.27272727272727,18.44545454545454,-1,,
note,76,60,18.545454545454543,18.718181818181815,1,,
note,76,60,18.818181818181817,19.127272727272725,-1,t,
note,77,60,19.227272727272727,19.4,1,,
note,76,60,19.5,19.536363636363635,-2,,
note,74,60,19.636363636363633,19.809090909090905,-1,,
note,72,60,19.909090909090907,20.9,0,,t
note,69,60,21.0,21.172727272727272,-1,,
note,69,60,21.27272727272727,21.309090909090905,2,,
note,71,60,21.409090909090907,21.58181818181818,-1,,
note,72,60,21.68181818181818,22.672727272727272,0,,t
note,76,60,22.77272727272727,22.809090909090905,-2,,
note,76,60,22.909090909090907,23.354545454545452,0,,
note,74,60,23.454545454545453,24.172727272727272,0,t,
note,71,60,24.27272727272727,24.44545454545454,-1,,
note,71,60,24.545454545454543,24.58181818181818,-2,,
note,67,60,24.68181818181818,25.127272727272725,0,,
note,69,60,25.227272727272727,25.536363636363635,-1,t,
note,69,60,25.636363636363633,26.08181818181818,0,,
note,69,60,26.18181818181818,27.718181818181815,0,t,t
note,69,60,27.818181818181817,28.263636363636362,0,,
note,69,60,28.36363636363636,28.67272727272727,1,t,
note,69,60,28.77272727272727,29.08181818181818,-1,t,
note,71,60,29.18181818181818,29.354545454545452,-1,,
note,71,60,29.454545454545453,29.627272727272725,-1,,
note,72,60,29.727272727272727,30.445454545454545,0,t,
note,72,60,30.545454545454543,30.99090909090909,0,,
note,72,60,31.09090909090909,31.4,1,t,
note,76,60,31.499999999999996,31.809090909090905,-1,t,
note,74,60,31.909090909090907,32.627272727272725,0,t,
note,74,60,32.72727272727273,34.263636363636365,0,t,t
note,74,60,34.36363636363636,35.08181818181818,0,t,
note,72,60,35.18181818181818,35.9,0,t,
note,72,60,36.0,36.99090909090909,0,,t
note,72,60,37.090909090909086,37.26363636363636,1,,
note,69,60,37.36363636363636,37.53636363636363,-1,,
note,69,60,37.63636363636363,39.17272727272727,0,t,t
note,69,60,39.272727272727266,40.809090909090905,0,t,t
note,69,60,40.90909090909091,42.445454545454545,0,t,t
note,69,60,42.54545454545454,44.08181818181818,0,t,t
note,69,60,44.18181818181818,45.17272727272727,0,,t
note,-1,0,45.272727272727266,45.71818181818181,0,,
