//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.0714285714285714,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.16785714285714284,-1,,
note,69,60,0.26785714285714285,0.4357142857142857,-1,,
note,71,60,0.5357142857142857,0.7035714285714285,1,,
note,71,60,0.8035714285714286,0.9714285714285714,-1,,
note,71,60,1.0714285714285714,1.2392857142857143,-1,,
note,69,60,1.3392857142857142,2.0428571428571427,0,t,
note,69,60,2.142857142857143,3.1142857142857143,0,,t
note,69,60,3.2142857142857144,3.382142857142857,-1,,
note,-1,0,3.482142857142857,4.185714285714286,0,t,
