//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.0,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,69,60,0.0,0.65,0,t,
note,76,60,0.75,0.9,-1,,
note,76,60,1.0,1.9,0,,t
note,74,60,2.0,2.15,1,,
note,76,60,2.25,2.4,-1,,
note,74,60,2.5,2.65,1,,
note,72,60,2.75,2.9,-1,,
note,72,60,3.0,3.65,0,t,
note,-1,0,3.75,3.9,-1,,
note,-1,0,4.0,4.15,-1,,
note,72,60,4.25,4.4,-1,,
note,72,60,4.5,4.65,1,,
note,72,60,4.75,4.9,-1,,
note,71,60,5.0,5.4,0,,
note,69,60,5.5,5.9,0,,
note,67,60,6.0,6.15,-1,,
note,69,60,6.25,6.9,0,t,
note,69,60,7.0,7.65,0,t,
note,-1,0,7.75,7.9,-1,,
note,69,60,8.0,8.4,0,,
note,81,60,8.5,8.9,0,,
note,81,60,9.0,9.9,0,,t
note,79,60,10.0,10.15,1,,
note,81,60,10.25,10.4,-1,,
note,79,60,10.5,10.65,1,,
note,76,60,10.75,10.9,-1,,
note,76,60,11.0,11.65,0,t,
note,-1,0,11.75,11.9,-1,,
note,-1,0,12.0,12.15,-1,,
note,74,60,12.25,12.4,-1,,
note,74,60,12.5,12.65,1,,
note,74,60,12.75,12.9,-1,,
note,74,60,13.0,13.4,0,,
note,72,60,13.5,13.65,1,,
note,69,60,13.75,13.9,-1,,
note,69,60,14.0,14.15,-1,,
note,71,60,14.25,14.9,0,t,
note,71,60,15.0,15.65,0,t,
note,-1,0,15.75,15.9,-1,,
note,69,60,16.0,16.65,0,t,
note,76,60,16.75,16.9,-1,,
note,76,60,17.0,17.65,0,t,
note,-1,0,17.75,17.9,-1,,
note,74,60,18.0,18.15,1,,
note,76,60,18.25,18.4,-1,,
note,74,60,18.5,18.65,1,,
note,72,60,18.75,18.9,-1,,
note,72,60,19.0,19.65,0,t,
note,-1,0,19.75,19.9,-1,,
note,-1,0,20.0,20.15,-1,,
note,72,60,20.25,20.4,-1,,
note,72,60,20.5,20.65,1,,
note,72,60,20.75,20.9,-1,,
note,71,60,21.0,21.4,0,,
note,69,60,21.5,21.65,1,,
note,67,60,21.75,21.9,-1,,
note,67,60,22.0,22.15,-1,,
note,69,60,22.25,22.9,0,t,
note,69,60,23.0,23.65,0,t,
note,-1,0,23.75,23.9,-1,,
note,69,60,24.0,24.4,0,,
note,81,60,24.5,24.9,0,,
note,81,60,25.0,25.65,0,t,
note,-1,0,25.75,25.9,-1,,
note,79,60,26.0,26.15,1,,
note,81,60,26.25,26.4,-1,,
note,79,60,26.5,26.65,1,,
note,76,60,26.75,26.9,-1,,
note,76,60,27.0,27.4,0,,
note,-1,0,27.5,27.9,0,,
note,-1,0,28.0,28.15,-1,,
note,81,60,28.25,28.4,-1,,
note,81,60,28.5,28.65,1,,
note,81,60,28.75,28.9,-1,,
note,83,60,29.0,29.4,0,,
note,81,60,29.5,29.775,1,t,
note,79,60,29.875,29.9,-2,,
note,79,60,30.0,30.4,0,,
note,81,60,30.5,30.9,0,,
note,81,60,31.0,31.9,0,,t
note,81,60,32.0,32.15,-1,,
note,-1,0,32.25,32.9,0,t,
