//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.4634146341463414,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.6317073170731707,0,,
note,72,60,0.7317073170731707,0.9975609756097561,1,,
note,74,60,1.0975609756097562,1.3634146341463416,-1,,
note,76,60,1.4634146341463414,2.0951219512195123,0,,
note,81,60,2.1951219512195124,2.826829268292683,0,,
note,79,60,2.926829268292683,3.192682926829268,1,,
note,76,60,3.292682926829268,3.5585365853658537,-1,,
note,74,60,3.6585365853658534,3.9243902439024385,1,,
note,72,60,4.024390243902439,4.290243902439024,-1,,
note,74,60,4.390243902439025,5.021951219512196,0,,
note,76,60,5.121951219512195,5.753658536585366,0,,
note,76,60,5.853658536585366,6.485365853658537,0,,
note,74,60,6.585365853658536,6.851219512195121,1,,
note,72,60,6.951219512195122,7.217073170731707,-1,,
note,69,60,7.317073170731707,7.582926829268292,1,,
note,81,60,7.682926829268292,7.948780487804878,-1,,
note,81,60,8.048780487804878,8.314634146341463,1,,
note,81,60,8.414634146341463,8.680487804878048,-1,,
note,79,60,8.78048780487805,9.046341463414635,1,,
note,76,60,9.146341463414634,9.41219512195122,-1,,
note,74,60,9.512195121951219,9.778048780487804,1,,
note,79,60,9.878048780487804,10.143902439024389,-1,,
note,79,60,10.24390243902439,10.509756097560976,-1,,
note,76,60,10.609756097560975,11.607317073170732,0,t,
note,76,60,11.707317073170731,12.339024390243901,0,,
note,72,60,12.439024390243903,12.704878048780488,1,,
note,74,60,12.804878048780488,13.070731707317073,-1,,
note,76,60,13.170731707317072,13.802439024390242,0,,
note,81,60,13.902439024390244,14.534146341463414,0,,
note,79,60,14.634146341463413,14.899999999999999,1,,
note,76,60,15.0,15.265853658536585,-1,,
note,74,60,15.365853658536585,15.63170731707317,1,,
note,72,60,15.73170731707317,15.997560975609755,-1,,
note,74,60,16.097560975609756,16.729268292682928,0,,
note,76,60,16.829268292682926,17.460975609756098,0,,
note,76,60,17.5609756097561,18.19268292682927,0,,
note,74,60,18.29268292682927,18.558536585365854,1,,
note,72,60,18.65853658536585,18.924390243902437,-1,,
note,69,60,19.024390243902438,19.290243902439023,1,,
note,76,60,19.390243902439025,19.65609756097561,-1,,
note,76,60,19.756097560975608,20.021951219512193,1,,
note,76,60,20.121951219512194,20.38780487804878,-1,,
note,74,60,20.48780487804878,21.119512195121953,0,,
note,72,60,21.21951219512195,21.485365853658536,1,,
note,69,60,21.585365853658537,21.851219512195122,-1,,
note,74,60,21.95121951219512,22.582926829268292,0,,
note,72,60,22.682926829268293,23.314634146341465,0,,
note,72,60,23.414634146341463,24.778048780487804,0,,t
