//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.7647058823529411,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,1.2235294117647058,0,t,
note,67,60,1.3235294117647058,1.664705882352941,-1,,
note,76,60,1.7647058823529411,2.1058823529411765,1,,
note,76,60,2.2058823529411766,2.3264705882352943,2,,
note,74,60,2.426470588235294,2.7676470588235293,-1,,
note,76,60,2.8676470588235294,3.4294117647058826,-1,t,
note,-1,0,3.5294117647058822,4.752941176470588,0,t,
note,74,60,4.852941176470588,5.194117647058823,-1,,
note,72,60,5.294117647058823,5.635294117647058,1,,
note,72,60,5.735294117647059,5.855882352941176,2,,
note,72,60,5.955882352941177,6.517647058823529,-1,t,
note,69,60,6.617647058823529,6.958823529411764,-1,,
note,69,60,7.0588235294117645,8.28235294117647,0,t,
note,67,60,8.382352941176471,8.723529411764707,-1,,
note,72,60,8.823529411764707,9.164705882352942,1,,
note,72,60,9.26470588235294,9.385294117647058,2,,
note,74,60,9.485294117647058,9.605882352941176,-2,,
note,76,60,9.705882352941176,10.488235294117647,0,,
note,76,60,10.588235294117647,10.929411764705883,-1,,
note,-1,0,11.029411764705882,11.811764705882354,0,,
note,76,60,11.911764705882353,12.032352941176471,2,,
note,72,60,12.132352941176471,12.25294117647059,-2,,
note,76,60,12.352941176470587,12.694117647058823,1,,
note,74,60,12.794117647058822,12.91470588235294,2,,
note,74,60,13.01470588235294,13.355882352941176,-1,,
note,71,60,13.455882352941176,14.01764705882353,-1,t,
note,71,60,14.117647058823529,14.458823529411765,-1,,
note,-1,0,14.558823529411764,15.341176470588236,0,,
note,79,60,15.441176470588236,15.782352941176471,-1,,
note,81,60,15.882352941176471,16.00294117647059,2,,
note,81,60,16.102941176470587,16.223529411764705,2,,
note,81,60,16.323529411764707,16.444117647058825,2,,
note,81,60,16.544117647058822,16.66470588235294,-2,,
note,81,60,16.764705882352942,17.105882352941176,1,,
note,79,60,17.205882352941178,17.326470588235296,2,,
note,79,60,17.426470588235293,17.54705882352941,-2,,
note,81,60,17.647058823529413,18.429411764705883,0,,
note,81,60,18.52941176470588,18.870588235294115,1,,
note,79,60,18.970588235294116,19.091176470588234,2,,
note,76,60,19.191176470588236,19.311764705882354,-2,,
note,-1,0,19.41176470588235,19.752941176470586,-1,,
note,76,60,19.852941176470587,19.973529411764705,2,,
note,79,60,20.073529411764707,20.194117647058825,-2,,
note,76,60,20.294117647058822,20.635294117647057,1,,
note,79,60,20.735294117647058,21.076470588235292,-1,,
note,79,60,21.176470588235293,21.517647058823528,-1,,
note,-1,0,21.61764705882353,22.4,0,,
note,72,60,22.5,22.841176470588234,-1,,
note,76,60,22.941176470588236,23.28235294117647,-1,,
note,74,60,23.38235294117647,24.16470588235294,0,,
note,-1,0,24.264705882352942,24.605882352941176,-1,,
note,-1,0,24.705882352941174,25.488235294117644,0,,
note,76,60,25.588235294117645,25.92941176470588,1,,
note,74,60,26.02941176470588,26.370588235294115,-1,,
note,72,60,26.470588235294116,27.252941176470586,0,,
note,-1,0,27.352941176470587,28.135294117647057,0,,
note,-1,0,28.235294117647058,29.017647058823528,0,,
note,67,60,29.11764705882353,29.458823529411763,1,,
note,72,60,29.558823529411764,29.679411764705883,2,,
note,74,60,29.77941176470588,29.9,-2,,
note,77,60,30.0,30.341176470588234,1,,
note,76,60,30.441176470588236,30.561764705882354,2,,
note,76,60,30.66176470588235,30.78235294117647,-2,,
note,72,60,30.88235294117647,31.66470588235294,0,,
note,72,60,31.764705882352942,32.10588235294118,-1,,
note,-1,0,32.205882352941174,33.42941176470588,0,t,
note,77,60,33.529411764705884,33.87058823529412,1,,
note,76,60,33.970588235294116,34.09117647058823,2,,
note,74,60,34.19117647058823,34.31176470588235,-2,,
note,-1,0,34.411764705882355,34.75294117647059,-1,,
note,72,60,34.85294117647059,35.194117647058825,-1,,
note,74,60,35.294117647058826,35.41470588235294,2,,
note,74,60,35.51470588235294,35.63529411764706,2,,
note,72,60,35.73529411764706,36.076470588235296,-1,,
note,76,60,36.17647058823529,36.51764705882353,1,,
note,76,60,36.61764705882353,36.95882352941177,-1,,
note,77,60,37.05882352941176,37.4,1,,
note,76,60,37.5,37.620588235294115,2,,
note,74,60,37.720588235294116,37.84117647058823,-2,,
note,72,60,37.94117647058823,38.7235294117647,0,,
note,72,60,38.8235294117647,39.16470588235294,-1,,
note,-1,0,39.26470588235294,40.48823529411765,0,t,
note,77,60,40.588235294117645,40.92941176470588,1,,
note,76,60,41.029411764705884,41.15,2,,
note,74,60,41.25,41.370588235294115,-2,,
note,72,60,41.470588235294116,41.811764705882354,1,,
note,72,60,41.911764705882355,42.03235294117647,2,,
note,72,60,42.13235294117647,42.252941176470586,-2,,
note,74,60,42.35294117647059,42.694117647058825,1,,
note,76,60,42.79411764705882,42.91470588235293,2,,
note,74,60,43.01470588235294,43.13529411764706,-2,,
note,72,60,43.23529411764706,43.576470588235296,1,,
note,74,60,43.67647058823529,44.01764705882353,-1,,
note,77,60,44.11764705882353,44.45882352941177,1,,
note,76,60,44.55882352941176,44.679411764705875,2,,
note,76,60,44.779411764705884,44.9,-2,,
note,72,60,45.0,45.78235294117647,0,,
note,72,60,45.88235294117647,46.22352941176471,-1,,
note,-1,0,46.3235294117647,47.54705882352941,0,t,
note,77,60,47.64705882352941,47.98823529411765,1,,
note,76,60,48.088235294117645,48.20882352941176,2,,
note,74,60,48.30882352941176,48.429411764705875,-2,,
note,-1,0,48.529411764705884,48.87058823529412,-1,,
note,72,60,48.970588235294116,49.311764705882354,-1,,
note,74,60,49.41176470588235,49.53235294117646,2,,
note,74,60,49.63235294117647,49.752941176470586,2,,
note,72,60,49.85294117647059,50.194117647058825,-1,,
note,76,60,50.29411764705882,50.41470588235293,2,,
note,67,60,50.51470588235294,50.63529411764706,2,,
note,72,60,50.73529411764706,50.85588235294117,2,,
note,74,60,50.955882352941174,51.07647058823529,-2,,
note,77,60,51.17647058823529,51.51764705882353,1,,
note,76,60,51.61764705882353,51.73823529411764,2,,
note,74,60,51.838235294117645,51.95882352941176,-2,,
note,72,60,52.05882352941176,52.84117647058823,0,,
note,72,60,52.94117647058823,53.28235294117647,-1,,
note,-1,0,53.38235294117647,54.60588235294118,0,t,
note,77,60,54.705882352941174,55.04705882352941,1,,
note,76,60,55.14705882352941,55.26764705882353,2,,
note,74,60,55.36764705882353,55.48823529411764,-2,,
note,72,60,55.588235294117645,55.92941176470588,1,,
note,72,60,56.029411764705884,56.15,2,,
note,72,60,56.25,56.370588235294115,-2,,
note,74,60,56.470588235294116,56.811764705882354,1,,
note,76,60,56.91176470588235,57.03235294117646,2,,
note,74,60,57.13235294117647,57.252941176470586,-2,,
note,72,60,57.35294117647059,58.13529411764706,0,,
note,72,60,58.23529411764706,59.9,0,,t
