//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.6901408450704225,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.7450704225352113,0,,
note,81,60,0.8450704225352113,1.5901408450704224,0,,
note,79,60,1.6901408450704225,2.0126760563380284,-1,,
note,77,60,2.112676056338028,3.280281690140845,0,t,
