//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.7647058823529411,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,69,60,0.0,0.7823529411764706,0,,
note,69,60,0.8823529411764706,1.223529411764706,1,,
note,67,60,1.3235294117647058,1.664705882352941,-1,,
note,69,60,1.7647058823529411,2.988235294117647,0,t,
note,-1,0,3.0882352941176467,3.429411764705882,-1,,
note,69,60,3.5294117647058822,3.8705882352941177,1,,
note,72,60,3.9705882352941178,4.311764705882353,-1,,
note,69,60,4.411764705882353,4.752941176470588,1,,
note,67,60,4.852941176470588,5.194117647058823,-1,,
note,69,60,5.294117647058823,6.517647058823529,0,t,
note,-1,0,6.617647058823529,6.958823529411764,-1,,
note,65,60,7.0588235294117645,7.841176470588235,0,,
note,65,60,7.9411764705882355,8.282352941176471,1,,
note,67,60,8.382352941176471,8.723529411764707,-1,,
note,69,60,8.823529411764707,9.164705882352942,1,,
note,72,60,9.26470588235294,9.605882352941176,-1,,
note,69,60,9.705882352941176,10.488235294117647,0,,
note,67,60,10.588235294117647,11.370588235294118,0,,
note,67,60,11.470588235294118,11.811764705882354,1,,
note,65,60,11.911764705882353,12.25294117647059,-1,,
note,67,60,12.352941176470587,14.017647058823528,0,,t
note,69,60,14.117647058823529,15.341176470588234,0,t,
note,72,60,15.441176470588236,15.561764705882354,2,,
note,69,60,15.661764705882353,15.782352941176471,-2,,
note,74,60,15.882352941176471,16.223529411764705,-1,,
note,72,60,16.323529411764707,17.54705882352941,0,t,
note,74,60,17.647058823529413,17.988235294117647,1,,
note,72,60,18.088235294117645,18.42941176470588,-1,,
note,72,60,18.52941176470588,18.870588235294115,1,,
note,69,60,18.970588235294116,19.31176470588235,-1,,
note,72,60,19.41176470588235,20.19411764705882,0,,
note,-1,0,20.294117647058822,21.076470588235292,0,,
note,69,60,21.176470588235293,21.958823529411763,0,,
note,67,60,22.058823529411764,22.4,1,,
note,69,60,22.5,22.841176470588234,-1,,
note,72,60,22.941176470588236,23.723529411764705,0,,
note,69,60,23.823529411764707,24.16470588235294,1,,
note,67,60,24.264705882352942,24.605882352941176,-1,,
note,67,60,24.705882352941174,25.488235294117644,0,,
note,67,60,25.588235294117645,25.92941176470588,1,,
note,65,60,26.02941176470588,26.370588235294115,-1,,
note,67,60,26.470588235294116,27.69411764705882,0,t,
note,-1,0,27.794117647058822,28.135294117647057,-1,,
note,69,60,28.235294117647058,29.017647058823528,0,,
note,69,60,29.11764705882353,29.458823529411763,1,,
note,67,60,29.558823529411764,29.9,-1,,
note,69,60,30.0,31.223529411764705,0,t,
note,-1,0,31.323529411764707,31.66470588235294,-1,,
note,69,60,31.764705882352942,32.10588235294118,1,,
note,72,60,32.205882352941174,32.54705882352941,-1,,
note,69,60,32.64705882352941,32.98823529411765,1,,
note,67,60,33.088235294117645,33.42941176470588,-1,,
note,69,60,33.529411764705884,34.75294117647059,0,t,
note,-1,0,34.85294117647059,35.194117647058825,-1,,
note,65,60,35.294117647058826,36.076470588235296,0,,
note,65,60,36.17647058823529,36.51764705882353,1,,
note,67,60,36.61764705882353,36.95882352941177,-1,,
note,69,60,37.05882352941176,37.4,1,,
note,72,60,37.5,37.84117647058824,-1,,
note,69,60,37.94117647058823,38.7235294117647,0,,
note,67,60,38.8235294117647,39.60588235294117,0,,
note,67,60,39.705882352941174,40.04705882352941,1,,
note,65,60,40.14705882352941,40.48823529411765,-1,,
note,67,60,40.588235294117645,42.252941176470586,0,,t
note,69,60,42.35294117647059,43.576470588235296,0,t,
note,72,60,43.67647058823529,43.797058823529404,2,,
note,69,60,43.89705882352941,44.01764705882353,-2,,
note,74,60,44.11764705882353,44.45882352941177,-1,,
note,72,60,44.55882352941176,45.78235294117647,0,t,
note,74,60,45.88235294117647,46.22352941176471,1,,
note,72,60,46.3235294117647,46.66470588235294,-1,,
note,72,60,46.76470588235294,47.10588235294118,1,,
note,69,60,47.205882352941174,47.54705882352941,-1,,
note,72,60,47.64705882352941,48.42941176470588,0,,
note,-1,0,48.529411764705884,49.311764705882354,0,,
note,69,60,49.41176470588235,50.19411764705882,0,,
note,67,60,50.29411764705882,50.63529411764706,1,,
note,69,60,50.73529411764706,51.076470588235296,-1,,
note,72,60,51.17647058823529,51.95882352941176,0,,
note,69,60,52.05882352941176,52.4,1,,
note,67,60,52.5,52.84117647058824,-1,,
note,67,60,52.94117647058823,53.28235294117647,-1,,
note,65,60,53.38235294117647,54.60588235294118,0,t,
note,65,60,54.705882352941174,55.48823529411764,0,,
note,-1,0,55.588235294117645,56.370588235294115,0,,
