//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.6,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.7000000000000001,0,,
note,69,60,0.8,0.9,2,,
note,72,60,1.0,1.1,2,,
note,74,60,1.2000000000000002,1.3000000000000003,2,,
note,77,60,1.4000000000000001,1.5000000000000002,-2,,
note,77,60,1.6,1.9000000000000001,1,,
note,72,60,2.0,2.3,-1,,
note,69,60,2.4000000000000004,2.5000000000000004,2,,
note,72,60,2.6,2.7,2,,
note,74,60,2.8000000000000003,2.9000000000000004,2,,
note,77,60,3.0,3.1,-2,,
note,77,60,3.2,3.5,1,,
note,74,60,3.6,3.9000000000000004,-1,,
note,-1,0,4.0,4.3,-1,,
note,69,60,4.4,4.5,2,,
note,67,60,4.6000000000000005,4.7,-2,,
note,69,60,4.800000000000001,4.9,2,,
note,72,60,5.0,5.1,2,,
note,72,60,5.2,5.5,-1,,
note,72,60,5.6000000000000005,5.9,1,,
note,69,60,6.0,6.3,-1,,
note,74,60,6.4,7.1000000000000005,0,,
note,69,60,7.2,7.3,2,,
note,72,60,7.4,7.5,2,,
note,74,60,7.6000000000000005,7.7,2,,
note,77,60,7.800000000000001,7.9,-2,,
note,77,60,8.0,8.3,1,,
note,72,60,8.4,8.700000000000001,-1,,
note,69,60,8.8,8.9,2,,
note,72,60,9.0,9.1,2,,
note,74,60,9.200000000000001,9.3,2,,
note,77,60,9.4,9.5,-2,,
note,77,60,9.600000000000001,9.900000000000002,1,,
note,74,60,10.0,10.3,-1,,
note,-1,0,10.4,10.700000000000001,-1,,
note,69,60,10.8,10.9,2,,
note,67,60,11.0,11.1,-2,,
note,69,60,11.200000000000001,11.3,2,,
note,72,60,11.4,11.5,2,,
note,72,60,11.600000000000001,11.900000000000002,-1,,
note,72,60,12.0,12.3,1,,
note,69,60,12.4,12.700000000000001,-1,,
note,74,60,12.8,13.5,0,,
note,-1,0,13.600000000000001,13.900000000000002,-1,,
note,69,60,14.0,14.1,2,,
note,72,60,14.200000000000001,14.3,-2,,
note,74,60,14.4,14.700000000000001,1,,
note,77,60,14.8,15.100000000000001,-1,,
note,79,60,15.200000000000001,15.500000000000002,1,,
note,77,60,15.600000000000001,15.900000000000002,-1,,
note,76,60,16.0,16.7,0,,
note,74,60,16.8,17.1,1,,
note,72,60,17.2,17.5,-1,,
note,74,60,17.6,19.1,0,,t
note,74,60,19.200000000000003,20.300000000000004,0,t,
note,69,60,20.400000000000002,20.500000000000004,2,,
note,72,60,20.6,20.700000000000003,-2,,
note,74,60,20.8,21.1,1,,
note,77,60,21.200000000000003,21.500000000000004,-1,,
note,79,60,21.6,21.900000000000002,1,,
note,77,60,22.0,22.3,-1,,
note,76,60,22.400000000000002,23.1,0,,
note,74,60,23.200000000000003,23.500000000000004,1,,
note,72,60,23.6,23.900000000000002,-1,,
note,74,60,24.0,25.5,0,,t
note,74,60,25.6,26.700000000000003,0,t,
note,-1,0,26.8,27.1,-1,,
