//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,2.0,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,69,60,0.0,0.15,2,,
note,69,60,0.25,0.4,2,,
note,69,60,0.5,0.65,2,,
note,69,60,0.75,0.9,-2,,
note,69,60,1.0,1.15,2,,
note,72,60,1.25,1.4,2,,
note,71,60,1.5,1.65,2,,
note,71,60,1.75,1.9,-2,,
note,71,60,2.0,2.4,1,,
note,71,60,2.5,2.65,2,,
note,71,60,2.75,2.9,-2,,
note,71,60,3.0,3.15,2,,
note,74,60,3.25,3.4,2,,
note,72,60,3.5,3.65,2,,
note,74,60,3.75,3.9,-2,,
note,72,60,4.0,4.4,1,,
note,72,60,4.5,4.65,2,,
note,69,60,4.75,4.9,-2,,
note,72,60,5.0,5.15,2,,
note,69,60,5.25,5.4,2,,
note,72,60,5.5,5.65,2,,
note,74,60,5.75,5.9,-2,,
note,76,60,6.0,6.15,2,,
note,76,60,6.25,6.4,2,,
note,77,60,6.5,6.65,2,,
note,74,60,6.75,6.9,-2,,
note,76,60,7.0,7.9,0,,
note,76,60,8.0,8.9,0,,
note,72,60,9.0,9.4,1,,
note,74,60,9.5,9.9,-1,,
note,76,60,10.0,10.15,2,,
note,76,60,10.25,10.4,2,,
note,76,60,10.5,10.65,2,,
note,76,60,10.75,10.9,-2,,
note,76,60,11.0,11.15,2,,
note,74,60,11.25,11.4,2,,
note,72,60,11.5,11.65,2,,
note,76,60,11.75,11.9,-2,,
note,76,60,12.0,12.15,2,,
note,74,60,12.25,12.4,-2,,
note,74,60,12.5,13.4,0,,
note,74,60,13.5,13.65,2,,
note,76,60,13.75,13.9,-2,,
note,77,60,14.0,14.15,2,,
note,77,60,14.25,14.4,2,,
note,77,60,14.5,14.65,2,,
note,77,60,14.75,14.9,-2,,
note,76,60,15.0,15.4,1,,
note,74,60,15.5,15.65,2,,
note,74,60,15.75,15.9,-2,,
note,72,60,16.0,16.9,0,,
note,-1,0,17.0,17.4,-1,,
note,72,60,17.5,17.65,2,,
note,74,60,17.75,17.9,-2,,
note,76,60,18.0,18.15,2,,
note,76,60,18.25,18.4,2,,
note,76,60,18.5,18.65,2,,
note,76,60,18.75,18.9,-2,,
note,76,60,19.0,19.15,2,,
note,74,60,19.25,19.4,2,,
note,72,60,19.5,19.65,2,,
note,76,60,19.75,19.9,-2,,
note,76,60,20.0,20.15,2,,
note,74,60,20.25,20.4,2,,
note,72,60,20.5,20.65,2,,
note,74,60,20.75,21.4,-1,t,
note,-1,0,21.5,21.9,-1,,
note,72,60,22.0,22.15,2,,
note,72,60,22.25,22.4,2,,
note,72,60,22.5,22.9,-1,,
note,72,60,23.0,23.15,2,,
note,74,60,23.25,23.4,2,,
note,74,60,23.5,23.9,-1,,
note,74,60,24.0,24.9,0,,
note,72,60,25.0,25.4,1,,
note,74,60,25.5,25.9,-1,,
note,76,60,26.0,26.15,2,,
note,76,60,26.25,26.4,2,,
note,76,60,26.5,26.65,2,,
note,76,60,26.75,26.9,-2,,
note,76,60,27.0,27.15,2,,
note,74,60,27.25,27.4,2,,
note,72,60,27.5,27.65,2,,
note,76,60,27.75,27.9,-2,,
note,76,60,28.0,28.15,2,,
note,74,60,28.25,28.4,-2,,
note,74,60,28.5,29.4,0,,
note,74,60,29.5,29.65,2,,
note,76,60,29.75,29.9,-2,,
note,77,60,30.0,30.15,2,,
note,77,60,30.25,30.4,2,,
note,77,60,30.5,30.65,2,,
note,77,60,30.75,30.9,-2,,
note,76,60,31.0,31.4,1,,
note,74,60,31.5,31.65,2,,
note,74,60,31.75,31.9,-2,,
note,72,60,32.0,32.9,0,,
note,-1,0,33.0,33.4,-1,,
note,69,60,33.5,33.65,2,,
note,71,60,33.75,33.9,-2,,
note,72,60,34.0,34.15,2,,
note,72,60,34.25,34.4,2,,
note,72,60,34.5,34.65,2,,
note,72,60,34.75,34.9,-2,,
note,72,60,35.0,35.15,2,,
note,72,60,35.25,35.4,2,,
note,76,60,35.5,35.65,2,,
note,71,60,35.75,35.9,-2,,
note,71,60,36.0,36.4,1,,
note,71,60,36.5,36.65,2,,
note,71,60,36.75,36.9,-2,,
note,72,60,37.0,37.15,2,,
note,71,60,37.25,37.4,2,,
note,69,60,37.5,37.65,2,,
note,69,60,37.75,37.9,-2,,
note,69,60,38.0,39.9,0,,t
note,69,60,40.0,40.9,0,,
note,-1,0,41.0,41.4,-1,,
note,69,60,41.5,41.65,2,,
note,71,60,41.75,41.9,-2,,
note,72,60,42.0,42.4,1,,
note,72,60,42.5,42.65,2,,
note,72,60,42.75,43.15,-1,,
note,74,60,43.25,43.4,2,,
note,76,60,43.5,43.9,-1,,
note,74,60,44.0,44.9,0,,
note,74,60,45.0,45.15,2,,
note,79,60,45.25,45.4,2,,
note,81,60,45.5,45.9,-1,,
note,81,60,46.0,47.9,0,,t
note,81,60,48.0,49.9,0,,t
