//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.6666666666666667,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,74,60,0.0,0.31666666666666665,1,,
note,74,60,0.4166666666666667,0.7333333333333334,-1,,
note,74,60,0.8333333333333334,1.15,1,,
note,74,60,1.25,1.5666666666666667,-1,,
note,77,60,1.6666666666666667,2.4000000000000004,0,,
note,-1,0,2.5,2.8166666666666664,-1,,
note,74,60,2.916666666666667,3.2333333333333334,-1,,
note,76,60,3.3333333333333335,3.6500000000000004,1,,
note,76,60,3.75,4.066666666666666,-1,,
note,76,60,4.166666666666667,4.483333333333333,1,,
note,76,60,4.583333333333334,4.9,-1,,
note,76,60,5.0,6.566666666666666,0,,t
note,76,60,6.666666666666667,8.233333333333334,0,,t
