//,Define constants,,,,,,
prelude,0,// how many seconds after bgm plays should Movement start? This makes space for the leading beats. ,,,,,
default_transpose,0,,,,,,
measure_time,1.2765957446808511,,,,,,
metronome_per_measure,2,,,,,,
//,Declare objects,,,,,,
class,pitch,velocity,note on,note off,"beam count, negative means group termination, slash means no stem (whole note)",dotted?,hollow?
note,-1,0,0.0,0.5382978723404256,0,,
note,67,60,0.6382978723404256,1.176595744680851,0,,
note,76,60,1.2765957446808511,1.8148936170212768,0,,
note,79,60,1.9148936170212767,2.1340425531914895,1,,
note,74,60,2.2340425531914896,2.453191489361702,-1,,
note,74,60,2.5531914893617023,3.091489361702128,0,,
note,67,60,3.1914893617021276,3.7297872340425533,0,,
note,76,60,3.8297872340425534,4.208510638297873,1,t,
note,79,60,4.308510638297872,4.687234042553191,-1,t,
note,74,60,4.787234042553192,5.006382978723405,-1,,
note,74,60,5.1063829787234045,5.963829787234043,0,t,
note,67,60,6.0638297872340425,6.282978723404256,-1,,
note,76,60,6.382978723404255,6.921276595744681,0,,
note,79,60,7.021276595744681,7.2404255319148945,1,,
note,74,60,7.340425531914894,7.559574468085107,-1,,
note,74,60,7.659574468085107,7.87872340425532,1,,
note,72,60,7.9787234042553195,8.197872340425532,-1,,
note,74,60,8.297872340425533,8.517021276595745,1,,
note,72,60,8.617021276595745,8.836170212765957,-1,,
note,74,60,8.936170212765958,9.474468085106384,0,,
note,76,60,9.574468085106384,9.793617021276596,1,,
note,69,60,9.893617021276595,10.112765957446808,-1,,
note,69,60,10.212765957446809,10.431914893617021,-1,,
note,72,60,10.531914893617023,11.389361702127662,0,t,
note,79,60,11.48936170212766,11.86808510638298,1,t,
note,76,60,11.96808510638298,12.346808510638299,-1,t,
note,74,60,12.446808510638299,12.66595744680851,-1,,
note,74,60,12.76595744680851,12.985106382978723,-1,,
note,74,60,13.085106382978724,13.62340425531915,0,,
note,74,60,13.72340425531915,13.942553191489361,-1,,
note,74,60,14.042553191489363,14.261702127659575,1,,
note,72,60,14.361702127659575,14.580851063829787,-1,,
note,74,60,14.680851063829788,14.9,1,,
note,69,60,15.0,15.219148936170212,-1,,
note,69,60,15.319148936170214,15.538297872340426,-1,,
note,74,60,15.638297872340427,16.495744680851065,0,t,
note,74,60,16.595744680851066,16.655319148936172,2,,
note,69,60,16.75531914893617,17.134042553191488,-1,t,
note,69,60,17.23404255319149,17.453191489361704,1,,
note,69,60,17.5531914893617,17.772340425531915,-1,,
note,79,60,17.872340425531917,18.251063829787235,1,t,
note,79,60,18.351063829787236,18.729787234042554,-1,t,
note,76,60,18.829787234042556,19.04893617021277,-1,,
note,76,60,19.148936170212767,20.325531914893617,0,,t
note,76,60,20.425531914893618,21.282978723404256,0,t,
note,67,60,21.382978723404257,21.60212765957447,-1,,
note,76,60,21.70212765957447,22.240425531914894,0,,
note,79,60,22.340425531914896,22.55957446808511,1,,
note,74,60,22.659574468085108,22.87872340425532,-1,,
note,74,60,22.97872340425532,23.836170212765957,0,t,
note,67,60,23.93617021276596,24.155319148936172,-1,,
note,76,60,24.25531914893617,24.793617021276596,0,,
note,79,60,24.893617021276597,25.11276595744681,1,,
note,74,60,25.21276595744681,25.431914893617023,-1,,
note,74,60,25.53191489361702,26.38936170212766,0,t,
note,67,60,26.48936170212766,26.708510638297874,-1,,
note,76,60,26.808510638297875,27.3468085106383,0,,
note,79,60,27.4468085106383,27.665957446808513,1,,
note,74,60,27.76595744680851,27.985106382978724,-1,,
note,74,60,28.085106382978726,28.30425531914894,1,,
note,72,60,28.404255319148938,28.62340425531915,-1,,
note,74,60,28.72340425531915,28.942553191489363,1,,
note,72,60,29.042553191489365,29.26170212765958,-1,,
note,74,60,29.361702127659576,29.900000000000002,0,,
note,74,60,30.0,30.219148936170214,1,,
note,76,60,30.319148936170215,30.53829787234043,-1,,
note,69,60,30.638297872340427,31.017021276595745,1,t,
note,72,60,31.117021276595747,31.176595744680853,-2,,
note,72,60,31.276595744680854,31.81489361702128,0,,
note,79,60,31.914893617021278,32.4531914893617,0,,
note,76,60,32.5531914893617,32.772340425531915,1,,
note,74,60,32.87234042553192,33.09148936170213,-1,,
note,74,60,33.19148936170213,33.410638297872346,-1,,
note,74,60,33.51063829787234,34.04893617021276,0,,
note,74,60,34.14893617021277,34.368085106382985,-1,,
note,74,60,34.46808510638298,34.68723404255319,-1,,
note,74,60,34.787234042553195,35.32553191489362,0,,
note,74,60,35.42553191489362,35.64468085106383,-1,,
note,74,60,35.74468085106383,35.96382978723405,-1,,
note,74,60,36.06382978723404,36.602127659574464,0,,
note,69,60,36.70212765957447,36.921276595744686,-1,,
note,74,60,37.02127659574468,37.240425531914894,-1,,
note,69,60,37.340425531914896,37.87872340425532,0,,
note,74,60,37.97872340425532,38.19787234042553,-1,,
note,74,60,38.297872340425535,38.51702127659575,-1,,
note,72,60,38.61702127659575,39.47446808510639,0,t,
note,72,60,39.57446808510638,40.751063829787235,0,,t
note,72,60,40.851063829787236,42.02765957446809,0,,t
note,72,60,42.12765957446809,43.30425531914894,0,,t
note,72,60,43.40425531914894,43.62340425531915,1,,
note,72,60,43.72340425531915,43.94255319148937,-1,,
note,72,60,44.04255319148936,44.261702127659575,1,,
note,72,60,44.361702127659576,44.58085106382979,-1,,
note,72,60,44.68085106382979,45.05957446808511,1,t,
note,72,60,45.15957446808511,45.53829787234043,-1,t,
note,67,60,45.63829787234043,45.857446808510645,-1,,
note,71,60,45.95744680851064,46.814893617021276,0,t,
note,72,60,46.91489361702128,47.13404255319149,-1,,
note,72,60,47.23404255319149,48.410638297872346,0,,t
note,72,60,48.51063829787234,48.729787234042554,1,,
note,69,60,48.829787234042556,49.04893617021277,-1,,
note,72,60,49.14893617021277,49.368085106382985,1,,
note,69,60,49.46808510638298,49.68723404255319,-1,,
note,76,60,49.787234042553195,50.16595744680851,1,t,
note,76,60,50.265957446808514,50.64468085106383,-1,t,
note,72,60,50.74468085106383,50.96382978723405,-1,,
note,74,60,51.06382978723404,52.240425531914894,0,,t
note,74,60,52.340425531914896,53.51702127659575,0,,t
note,76,60,53.61702127659575,53.99574468085107,1,t,
note,76,60,54.09574468085107,54.47446808510639,-1,t,
note,81,60,54.57446808510639,54.7936170212766,-1,,
note,81,60,54.8936170212766,55.11276595744681,-1,,
note,76,60,55.21276595744681,56.07021276595745,0,t,
note,74,60,56.17021276595745,56.389361702127665,-1,,
note,74,60,56.48936170212766,57.02765957446808,0,,
note,76,60,57.12765957446809,57.346808510638304,-1,,
note,76,60,57.4468085106383,58.304255319148936,0,t,
note,69,60,58.40425531914894,58.62340425531915,-1,,
note,77,60,58.72340425531915,58.94255319148937,1,,
note,76,60,59.04255319148937,59.26170212765958,-1,,
note,72,60,59.361702127659576,59.58085106382979,1,,
note,69,60,59.68085106382979,59.900000000000006,-1,,
note,72,60,60.0,60.37872340425532,1,t,
note,72,60,60.47872340425532,60.85744680851064,-1,t,
note,69,60,60.95744680851064,61.17659574468085,-1,,
note,76,60,61.276595744680854,61.49574468085107,-1,,
note,74,60,61.59574468085107,62.45319148936171,0,t,
note,74,60,62.55319148936171,63.72978723404256,0,,t
note,72,60,63.829787234042556,64.04893617021277,1,,
note,72,60,64.14893617021276,64.36808510638298,-1,,
note,72,60,64.46808510638299,64.6872340425532,1,,
note,72,60,64.7872340425532,65.00638297872341,-1,,
note,72,60,65.1063829787234,65.48510638297873,1,t,
note,72,60,65.58510638297872,65.96382978723405,-1,t,
note,67,60,66.06382978723404,66.28297872340426,-1,,
note,71,60,66.38297872340426,67.24042553191491,0,t,
note,72,60,67.3404255319149,67.55957446808512,-1,,
note,72,60,67.65957446808511,68.83617021276596,0,,t
note,72,60,68.93617021276596,69.15531914893617,1,,
note,69,60,69.25531914893618,69.4744680851064,-1,,
note,72,60,69.57446808510639,69.7936170212766,1,,
note,69,60,69.8936170212766,70.11276595744681,-1,,
note,76,60,70.2127659574468,70.59148936170213,1,t,
note,76,60,70.69148936170212,71.07021276595745,-1,t,
note,72,60,71.17021276595744,71.38936170212766,-1,,
note,74,60,71.48936170212767,72.66595744680852,0,,t
note,74,60,72.76595744680851,73.94255319148937,0,,t
note,76,60,74.04255319148936,74.42127659574469,1,t,
note,76,60,74.52127659574468,74.9,-1,t,
note,81,60,75.0,75.21914893617021,-1,,
note,81,60,75.31914893617022,75.53829787234044,-1,,
note,76,60,75.63829787234043,76.49574468085108,0,t,
note,74,60,76.59574468085107,76.81489361702128,-1,,
note,74,60,76.91489361702128,77.4531914893617,0,,
note,76,60,77.55319148936171,77.77234042553192,-1,,
note,76,60,77.87234042553192,78.72978723404256,0,t,
note,69,60,78.82978723404256,79.04893617021277,-1,,
note,77,60,79.14893617021276,79.36808510638298,1,,
note,76,60,79.46808510638299,79.6872340425532,-1,,
note,72,60,79.7872340425532,80.00638297872341,1,,
note,69,60,80.1063829787234,80.32553191489362,-1,,
note,72,60,80.42553191489363,80.80425531914895,1,t,
note,72,60,80.90425531914894,81.28297872340427,-1,t,
note,74,60,81.38297872340426,81.60212765957448,-1,,
note,72,60,81.70212765957447,82.87872340425533,0,,t
note,72,60,82.97872340425532,84.15531914893617,0,,t
note,72,60,84.25531914893618,84.7936170212766,0,,
note,67,60,84.8936170212766,85.43191489361702,0,,
note,76,60,85.53191489361703,86.07021276595745,0,,
note,79,60,86.17021276595744,86.38936170212766,1,,
note,74,60,86.48936170212767,86.70851063829788,-1,,
note,74,60,86.80851063829788,87.3468085106383,0,,
note,67,60,87.4468085106383,87.98510638297873,0,,
note,76,60,88.08510638297872,88.62340425531914,0,,
note,79,60,88.72340425531915,88.94255319148937,1,,
note,74,60,89.04255319148936,89.26170212765958,-1,,
note,74,60,89.36170212765958,90.21914893617023,0,t,
note,67,60,90.31914893617022,90.53829787234044,-1,,
note,76,60,90.63829787234043,91.17659574468085,0,,
note,79,60,91.27659574468086,91.49574468085108,1,,
note,74,60,91.59574468085107,91.81489361702128,-1,,
note,74,60,91.91489361702128,92.13404255319149,1,,
note,72,60,92.2340425531915,92.45319148936171,-1,,
note,74,60,92.55319148936171,92.77234042553192,1,,
note,72,60,92.87234042553192,93.09148936170213,-1,,
note,74,60,93.19148936170214,93.72978723404256,0,,
note,76,60,93.82978723404256,94.04893617021277,1,,
note,69,60,94.14893617021276,94.36808510638298,-1,,
note,69,60,94.46808510638299,94.6872340425532,-1,,
note,72,60,94.7872340425532,95.64468085106384,0,t,
note,79,60,95.74468085106383,96.12340425531916,1,t,
note,76,60,96.22340425531915,96.60212765957448,-1,t,
note,74,60,96.70212765957447,96.92127659574469,-1,,
note,74,60,97.02127659574468,97.2404255319149,-1,,
note,74,60,97.3404255319149,97.87872340425533,0,,
note,74,60,97.97872340425532,98.19787234042553,-1,,
note,74,60,98.29787234042554,98.51702127659576,1,,
note,72,60,98.61702127659575,98.83617021276596,-1,,
note,74,60,98.93617021276596,99.15531914893617,1,,
note,69,60,99.25531914893618,99.4744680851064,-1,,
note,69,60,99.57446808510639,99.7936170212766,-1,,
note,74,60,99.8936170212766,100.75106382978724,0,t,
note,74,60,100.85106382978724,100.91063829787234,2,,
note,69,60,101.01063829787235,101.38936170212767,-1,t,
note,69,60,101.48936170212767,101.70851063829788,1,,
note,69,60,101.80851063829788,102.02765957446809,-1,,
note,79,60,102.12765957446808,102.50638297872341,1,t,
note,79,60,102.6063829787234,102.98510638297873,-1,t,
note,76,60,103.08510638297872,103.30425531914894,-1,,
note,76,60,103.40425531914894,104.5808510638298,0,,t
note,76,60,104.68085106382979,105.53829787234044,0,t,
note,67,60,105.63829787234043,105.85744680851064,-1,,
note,76,60,105.95744680851064,106.49574468085106,0,,
note,79,60,106.59574468085107,106.81489361702128,1,,
note,74,60,106.91489361702128,107.13404255319149,-1,,
note,74,60,107.2340425531915,108.09148936170214,0,t,
note,67,60,108.19148936170214,108.41063829787235,-1,,
note,76,60,108.51063829787235,109.04893617021277,0,,
note,79,60,109.14893617021278,109.36808510638299,1,,
note,74,60,109.46808510638299,109.6872340425532,-1,,
note,74,60,109.7872340425532,110.64468085106384,0,t,
note,67,60,110.74468085106383,110.96382978723405,-1,,
